epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/cat,val/AP/civilian,val/AP/cow,val/AP/dog,val/AP/horse,val/AP/rescuer,val/F1,val/cardinality_error,val/cardinality_error_0,val/cardinality_error_enc,val/class_error,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/loss_bbox,val/loss_bbox_0,val/loss_bbox_enc,val/loss_ce,val/loss_ce_0,val/loss_ce_enc,val/loss_giou,val/loss_giou_0,val/loss_giou_enc,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
45,7727,3867.369140625,3825.71923828125,3725.3486328125,0.19381146132946014,2.7348015308380127,0.02924465574324131,0.03013497218489647,0.036741435527801514,0.4137125611305237,0.4601159691810608,0.4573148190975189,0.1461590826511383,0.14994433522224426,0.16542257368564606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,7749,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,7799,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,7849,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,7895,,,,,,,,,,,,,,,,,,0.48247528076171875,0.43768545985221863,0.5096158385276794,0.4692836403846741,0.628644585609436,0.5687806010246277,0.8357493877410889,293.8981628417969,286.0182800292969,296.23236083984375,3.7930126190185547,0.8708458542823792,0.5300216674804688,0.6395710110664368,4.1316237449646,0.05061903968453407,0.0514732226729393,0.056033406406641006,0.6087291836738586,0.6204087138175964,0.6347365975379944,0.240290567278862,0.2433464378118515,0.2549235224723816,0.8668913841247559,0.516080915927887,0.5551280379295349,0.6330646872520447,0.8783794045448303,0.8000254034996033
46,7895,3860.76904296875,3798.59814453125,3657.24853515625,0.27556923031806946,2.7631962299346924,0.02976076863706112,0.030914464965462685,0.035940755158662796,0.4193050265312195,0.47193512320518494,0.4586472809314728,0.14789584279060364,0.15248145163059235,0.1647370159626007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,7899,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,7949,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,7999,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,8049,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,8063,,,,,,,,,,,,,,,,,,0.47323113679885864,0.4369434416294098,0.4901731014251709,0.4570360481739044,0.6179311871528625,0.5478101968765259,0.8232640027999878,292.8511657714844,289.1462097167969,296.29241943359375,3.588792085647583,0.8686567544937134,0.5270957946777344,0.6388000845909119,4.272341728210449,0.052610430866479874,0.053485527634620667,0.059626881033182144,0.624309778213501,0.65172278881073,0.6471261382102966,0.24695919454097748,0.24966254830360413,0.26366281509399414,0.8572112321853638,0.5038542151451111,0.5318180322647095,0.6327133178710938,0.8662171959877014,0.7880522608757019
47,8063,3862.71728515625,3795.9560546875,3742.4658203125,0.16001352667808533,2.694323778152466,0.02845776081085205,0.02926122210919857,0.03539517894387245,0.4098327159881592,0.45677244663238525,0.45466864109039307,0.14392177760601044,0.1476134955883026,0.1622048318386078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8099,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8149,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8199,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8231,,,,,,,,,,,,,,,,,,0.489816278219223,0.43935003876686096,0.5141712427139282,0.4643630385398865,0.6265934109687805,0.5669717192649841,0.8416467905044556,294.3551025390625,288.5561218261719,296.29241943359375,3.896449089050293,0.8669758439064026,0.5234215259552002,0.6378968358039856,4.134663105010986,0.051765941083431244,0.05182106792926788,0.05636073276400566,0.6084369421005249,0.6187084317207336,0.6230764985084534,0.24156975746154785,0.24521039426326752,0.2555711567401886,0.8654923439025879,0.5168775916099548,0.5523865222930908,0.6324996948242188,0.8900761008262634,0.8007394075393677
48,8231,3854.674560546875,3787.548828125,3676.04052734375,0.31488296389579773,2.7201790809631348,0.02888595126569271,0.030179230496287346,0.03611773997545242,0.4120602011680603,0.46374693512916565,0.4573274850845337,0.14392635226249695,0.14896149933338165,0.16267719864845276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8249,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8299,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8349,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8399,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8399,,,,,,,,,,,,,,,,,,0.4827684462070465,0.4279288947582245,0.4956360459327698,0.46389636397361755,0.6294389963150024,0.5486817955970764,0.8273646831512451,291.8302917480469,273.78851318359375,296.2611083984375,4.710840225219727,0.873504102230072,0.5257425308227539,0.6360762715339661,4.21433162689209,0.05207812786102295,0.05302619934082031,0.05859240144491196,0.6109975576400757,0.623657763004303,0.625582218170166,0.24949225783348083,0.25318536162376404,0.2651279866695404,0.8623431921005249,0.5080584287643433,0.5517258048057556,0.6145316362380981,0.9048853516578674,0.7660626173019409
49,8399,3859.13720703125,3777.455078125,3700.475830078125,0.2543751895427704,2.8185317516326904,0.03057725727558136,0.0317792110145092,0.03950541466474533,0.42065948247909546,0.4676497280597687,0.46944355964660645,0.149704709649086,0.15437008440494537,0.17166028916835785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
