epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_2,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_2,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_2,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_2,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/cat,val/AP/civilian,val/AP/cow,val/AP/dog,val/AP/horse,val/AP/rescuer,val/F1,val/cardinality_error,val/cardinality_error_0,val/cardinality_error_1,val/cardinality_error_2,val/cardinality_error_enc,val/class_error,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/loss_bbox,val/loss_bbox_0,val/loss_bbox_1,val/loss_bbox_2,val/loss_bbox_enc,val/loss_ce,val/loss_ce_0,val/loss_ce_1,val/loss_ce_2,val/loss_ce_enc,val/loss_giou,val/loss_giou_0,val/loss_giou_1,val/loss_giou_2,val/loss_giou_enc,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
44,7559,,,,,,,,,,,,,,,,,,,,,,,,,,0.5394405126571655,0.4615000784397125,0.5544437766075134,0.5175905227661133,0.6636664271354675,0.5872092843055725,0.8648486733436584,295.8720703125,274.3002624511719,288.0522155761719,283.31854248046875,296.3681335449219,4.016565799713135,0.9230968952178955,0.5698091983795166,0.6629977226257324,6.514693260192871,0.04689735919237137,0.04800570011138916,0.047634731978178024,0.04692847654223442,0.05475159361958504,0.5936452150344849,0.6094494462013245,0.5930967926979065,0.5940930843353271,0.6076684594154358,0.22479598224163055,0.22801822423934937,0.22606708109378815,0.2247820645570755,0.2441616654396057,0.9050506353378296,0.5539751052856445,0.5830769538879395,0.6495890021324158,0.9067707061767578,0.8331208825111389
44,7559,3882.0234375,3630.25,3764.411376953125,3693.263427734375,3894.9140625,0.05941499024629593,3.612872838973999,0.0223776213824749,0.023661991581320763,0.022839441895484924,0.022533046081662178,0.032231736928224564,0.33685997128486633,0.3890047073364258,0.3485761284828186,0.3397011160850525,0.41047313809394836,0.10983991622924805,0.11543184518814087,0.1120399758219719,0.1105409562587738,0.13716724514961243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,7599,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,7649,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,7699,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,7727,,,,,,,,,,,,,,,,,,,,,,,,,,0.5349727272987366,0.4663371741771698,0.5617938041687012,0.5326970815658569,0.6438445448875427,0.6037300825119019,0.8693609833717346,296.0078430175781,284.44647216796875,288.590087890625,288.7362976074219,296.3811950683594,3.8948636054992676,0.9170693755149841,0.5647684335708618,0.6585783958435059,6.467854976654053,0.04632324352860451,0.04831617698073387,0.047084107995033264,0.04640316590666771,0.05517468601465225,0.5810064673423767,0.605077862739563,0.5842390060424805,0.5849431753158569,0.6081681847572327,0.22321277856826782,0.22860907018184662,0.2249644696712494,0.22341953217983246,0.2437499463558197,0.913821816444397,0.557229220867157,0.6051249504089355,0.658690869808197,0.8913280963897705,0.853681743144989
45,7727,3882.677001953125,3666.720947265625,3767.704345703125,3752.332275390625,3895.2392578125,0.13717186450958252,3.655576705932617,0.022867772728204727,0.024198288097977638,0.02343868836760521,0.023023739457130432,0.033395640552043915,0.3415781557559967,0.39083218574523926,0.35167577862739563,0.3442050516605377,0.41490206122398376,0.11015073210000992,0.1158834844827652,0.1126856580376625,0.11079900711774826,0.13936233520507812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,7749,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,7799,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,7849,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,7895,,,,,,,,,,,,,,,,,,,,,,,,,,0.5247399210929871,0.4478392004966736,0.559575617313385,0.5195131897926331,0.6390869617462158,0.5879995226860046,0.8679385185241699,296.00262451171875,281.9817199707031,287.1932067871094,288.3106994628906,296.37860107421875,3.259402275085449,0.9157183170318604,0.5631294250488281,0.658443033695221,6.538058757781982,0.04718070477247238,0.04864411801099777,0.047897111624479294,0.04708927124738693,0.053317002952098846,0.5929665565490723,0.6057513952255249,0.5935816168785095,0.5982690453529358,0.5975750684738159,0.22859130799770355,0.23347598314285278,0.23049862682819366,0.22883835434913635,0.2432321459054947,0.8998720049858093,0.5464590787887573,0.5840954780578613,0.6509369015693665,0.9029430150985718,0.8389813899993896
46,7895,3878.125,3629.17529296875,3753.095703125,3734.224365234375,3894.707275390625,0.16113577783107758,3.5375630855560303,0.021356558427214622,0.02251957170665264,0.021737441420555115,0.021444663405418396,0.031279996037483215,0.3322400152683258,0.38007456064224243,0.3423410654067993,0.3347255289554596,0.4103233814239502,0.1071450263261795,0.11272111535072327,0.10945606231689453,0.10758623480796814,0.1361757516860962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,7899,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,7949,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,7999,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,8049,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,8063,,,,,,,,,,,,,,,,,,,,,,,,,,0.533463716506958,0.46583834290504456,0.5632089376449585,0.5423817038536072,0.656512439250946,0.5871269106864929,0.8701826930046082,295.44647216796875,275.9242858886719,285.39947509765625,289.4412536621094,296.3603210449219,3.704791307449341,0.9147200584411621,0.5615648031234741,0.6613146066665649,6.522940158843994,0.046273961663246155,0.04795839264988899,0.04680854082107544,0.046270404011011124,0.05365155637264252,0.6085821986198425,0.6247535943984985,0.6008912324905396,0.607387363910675,0.60896235704422,0.22165867686271667,0.22661051154136658,0.223577618598938,0.22226659953594208,0.23966194689273834,0.9075002074241638,0.5580886602401733,0.6073822975158691,0.6647759079933167,0.9019849896430969,0.84630286693573
47,8063,3881.522216796875,3632.211669921875,3754.10498046875,3794.12548828125,3895.194580078125,0.1328161656856537,3.58375883102417,0.022219864651560783,0.023317674174904823,0.02264110930263996,0.02238764427602291,0.03162702918052673,0.3366214334964752,0.3859049081802368,0.34715160727500916,0.3394014537334442,0.41027164459228516,0.10831395536661148,0.11357060819864273,0.11055426299571991,0.10901997238397598,0.1352616846561432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8099,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8149,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8199,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8231,,,,,,,,,,,,,,,,,,,,,,,,,,0.5376786589622498,0.4648084342479706,0.5719959139823914,0.5191125869750977,0.6539413928985596,0.5989261269569397,0.8718645572662354,296.0548400878906,282.37860107421875,287.5691833496094,289.27154541015625,296.3733825683594,3.5232551097869873,0.9124132394790649,0.5623627305030823,0.6656575202941895,6.493326187133789,0.046384986490011215,0.04843321070075035,0.047618478536605835,0.04704349860548973,0.05536873638629913,0.5935777425765991,0.5978785157203674,0.5860090255737305,0.5926716327667236,0.6050705313682556,0.2223171889781952,0.22914361953735352,0.22664578258991241,0.22416634857654572,0.2446645200252533,0.9108930826187134,0.5577438473701477,0.6005070805549622,0.6578284502029419,0.8888303637504578,0.8626270294189453
48,8231,3878.865234375,3639.739501953125,3738.222900390625,3779.7861328125,3894.790283203125,0.12199658155441284,3.51147198677063,0.021008718758821487,0.0223454087972641,0.02145005390048027,0.021122485399246216,0.030848905444145203,0.3304995894432068,0.38373416662216187,0.34184834361076355,0.3338978886604309,0.40631920099258423,0.10583344846963882,0.11174719780683517,0.10828858613967896,0.1063612848520279,0.1334179788827896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8249,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8299,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8349,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8399,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8399,,,,,,,,,,,,,,,,,,,,,,,,,,0.5305155515670776,0.4613582491874695,0.568296492099762,0.5362372398376465,0.6359977126121521,0.5952661037445068,0.8781963586807251,295.0652770996094,283.4412536621094,284.09661865234375,283.6893005371094,296.38641357421875,3.378087043762207,0.9131595492362976,0.5650624632835388,0.6608142256736755,6.500983715057373,0.047134462743997574,0.049069203436374664,0.04790712893009186,0.04733406379818916,0.053279049694538116,0.5918103456497192,0.6073057651519775,0.5898169279098511,0.5935293436050415,0.5987298488616943,0.22517694532871246,0.22934597730636597,0.22700092196464539,0.22514745593070984,0.24141551554203033,0.9071585536003113,0.55461186170578,0.592930018901825,0.6508812308311462,0.9288129210472107,0.8369127511978149
49,8399,3877.794189453125,3693.7607421875,3775.955810546875,3753.970703125,3895.549072265625,0.12046462297439575,3.4461047649383545,0.02082187309861183,0.02188056893646717,0.021220747381448746,0.020892921835184097,0.030406080186367035,0.3242608606815338,0.37597793340682983,0.3348449468612671,0.32654210925102234,0.40032437443733215,0.10380047559738159,0.10919228941202164,0.10604957491159439,0.10414988547563553,0.13083025813102722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
